raceid,driverid,constructorid,grid
860,3,131,7
860,813,3,8
860,807,10,9
860,817,5,10
860,818,5,11
860,4,6,12
860,155,15,13
860,811,3,14
860,814,10,15
860,13,6,16
860,8,208,17
860,5,207,18
860,808,207,19
860,10,206,20
860,819,206,21
860,815,15,22
861,1,1,1
861,18,1,2
861,30,131,3
861,17,9,4
861,20,9,5
861,154,208,6
861,3,131,7
861,4,6,8
861,815,15,9
861,8,208,10
861,813,3,11
861,13,6,12
861,811,3,13
861,814,10,14
861,817,5,15
861,807,10,16
861,155,15,17
861,818,5,18
861,808,207,19
861,10,206,20
861,819,206,21
861,37,164,22
861,39,164,23
861,5,207,24
862,3,131,1
862,30,131,2
862,155,15,3
862,8,208,4
862,18,1,5
862,17,9,6
862,1,1,7
862,815,15,8
862,4,6,9
862,154,208,10
862,20,9,11
862,13,6,12
862,813,3,13
862,811,3,14
862,814,10,15
862,807,10,16
862,817,5,17
862,5,207,18
862,808,207,19
862,10,206,20
862,819,206,21
862,37,164,22
862,39,164,23
863,20,9,1
863,1,1,2
863,17,9,3
863,18,1,4
863,3,131,5
863,817,5,6
863,154,208,7
863,815,15,8
863,4,6,9
863,814,10,10
863,8,208,11
863,155,15,12
863,807,10,13
863,13,6,14
863,811,3,15
863,5,207,16
863,818,5,17
863,808,207,18
863,819,206,19
863,37,164,20
863,813,3,21
863,30,131,22
863,10,206,23
863,39,164,24
864,813,3,1
864,4,6,2
864,154,208,3
864,8,208,4
864,815,15,5
864,3,131,6
864,20,9,7
864,30,131,8
864,155,15,9
864,18,1,10
864,17,9,11
864,814,10,12
864,807,10,13
864,818,5,14
864,817,5,15
864,13,6,16
864,811,3,17
864,808,207,18
864,5,207,19
864,819,206,20
864,10,206,21
864,37,164,22
864,39,164,23
864,1,1,24
865,17,9,1
865,3,131,2
865,1,1,3
865,154,208,4
865,4,6,5
865,30,131,6
865,13,6,7
865,8,208,8
865,20,9,9
865,807,10,10
865,155,15,11
865,18,1,12
865,811,3,13
865,814,10,14
865,817,5,15
865,818,5,16
865,5,207,17
865,808,207,18
865,10,206,19
865,37,164,20
865,819,206,21
865,39,164,22
865,815,15,23
865,813,3,24
866,20,9,1
866,1,1,2
866,4,6,3
866,17,9,4
866,3,131,5
866,13,6,6
866,154,208,7
866,814,10,8
866,30,131,9
866,18,1,10
866,155,15,11
866,8,208,12
866,807,10,13
866,817,5,14
866,815,15,15
866,811,3,16
866,5,207,17
866,808,207,18
866,818,5,19
866,37,164,20
866,10,206,21
866,813,3,22
866,819,206,23
866,39,164,24
867,20,9,1
867,1,1,2
867,813,3,3
867,154,208,4
867,8,208,5
867,3,131,6
867,155,15,7
867,807,10,8
867,18,1,9
867,814,10,10
867,4,6,11
867,30,131,12
867,13,6,13
867,811,3,14
867,815,15,15
867,5,207,16
867,817,5,17
867,818,5,18
867,17,9,19
867,808,207,20
867,37,164,21
867,39,164,22
867,819,206,23
868,4,6,1
868,17,9,2
868,30,131,3
868,20,9,4
868,13,6,5
868,8,208,6
868,813,3,7
868,1,1,8
868,154,208,9
868,814,10,10
868,3,131,11
868,817,5,12
868,811,3,13
868,807,10,14
868,815,15,15
868,18,1,16
868,155,15,17
868,808,207,18
868,5,207,19
868,10,206,20
868,37,164,21
868,39,164,22
868,818,5,23
868,819,206,24
869,4,6,1
869,20,9,2
869,30,131,3
869,807,10,4
869,813,3,5
869,18,1,6
869,1,1,7
869,17,9,8
869,814,10,9
869,8,208,10
869,817,5,11
869,155,15,12
869,13,6,13
869,811,3,14
869,818,5,15
869,5,207,16
869,815,15,17
869,808,207,18
869,154,208,19
869,819,206,20
869,3,131,21
869,10,206,22
869,37,164,23
869,39,164,24
870,1,1,1
870,154,208,2
870,20,9,3
870,18,1,4
870,8,208,5
870,4,6,6
870,13,6,7
870,813,3,8
870,811,3,9
870,807,10,10
870,17,9,11
870,814,10,12
870,3,131,13
870,815,15,14
870,155,15,15
870,818,5,16
870,30,131,17
870,817,5,18
870,5,207,19
870,808,207,20
870,819,206,21
870,10,206,22
870,37,164,23
870,39,164,24
871,18,1,1
871,155,15,2
871,8,208,3
871,815,15,4
871,4,6,5
871,813,3,6
871,1,1,7
871,154,208,8
871,814,10,9
871,20,9,10
871,807,10,11
871,17,9,12
871,30,131,13
871,13,6,14
871,818,5,15
871,817,5,16
871,811,3,17
871,5,207,18
871,808,207,19
871,10,206,20
871,37,164,21
871,819,206,22
871,3,131,23
871,39,164,24
872,1,1,1
872,18,1,2
872,13,6,3
872,30,131,4
872,20,9,5
872,3,131,6
872,8,208,7
872,155,15,8
872,814,10,9
872,4,6,10
872,17,9,11
872,815,15,12
872,811,3,13
872,817,5,14
872,816,208,15
872,818,5,16
872,5,207,17
872,808,207,18
872,10,206,19
872,819,206,20
872,39,164,21
872,813,3,22
872,37,164,23
872,807,10,24
873,1,1,1
873,813,3,2
873,20,9,3
873,18,1,4
873,4,6,5
873,814,10,6
873,17,9,7
873,154,208,8
873,30,131,9
873,3,131,10
873,807,10,11
873,8,208,12
873,13,6,13
873,815,15,14
873,817,5,15
873,818,5,16
873,155,15,17
873,808,207,18
873,5,207,19
873,10,206,20
873,819,206,21
873,811,3,22
873,39,164,23
873,37,164,24
874,20,9,1
874,17,9,2
874,155,15,3
874,154,208,4
874,815,15,5
874,4,6,6
874,8,208,7
874,18,1,8
874,1,1,9
874,13,6,10
874,814,10,11
874,813,3,12
874,3,131,13
874,817,5,14
874,807,10,15
874,811,3,16
874,5,207,17
874,10,206,18
874,818,5,19
874,37,164,20
874,819,206,21
874,808,207,22
874,30,131,23
874,39,164,24
875,17,9,1
875,20,9,2
875,1,1,3
875,4,6,4
875,8,208,5
875,13,6,6
875,154,208,7
875,807,10,8
875,3,131,9
875,30,131,10
875,18,1,11
875,815,15,12
875,155,15,13
875,814,10,14
875,813,3,15
875,818,5,16
875,811,3,17
875,808,207,18
875,5,207,19
875,10,206,20
875,817,5,21
875,37,164,22
875,39,164,23
875,819,206,24
876,20,9,1
876,17,9,2
876,1,1,3
876,18,1,4
876,4,6,5
876,13,6,6
876,8,208,7
876,815,15,8
876,813,3,9
876,3,131,10
876,154,208,11
876,807,10,12
876,811,3,13
876,30,131,14
876,817,5,15
876,814,10,16
876,155,15,17
876,818,5,18
876,808,207,19
876,5,207,20
876,10,206,21
876,37,164,22
876,39,164,23
876,819,206,24
877,1,1,1
877,17,9,2
877,813,3,3
877,8,208,4
877,18,1,5
877,4,6,6
877,3,131,7
877,13,6,8
877,154,208,9
877,807,10,10
877,815,15,11
877,814,10,12
877,30,131,13
877,811,3,14
877,155,15,15
877,817,5,16
877,818,5,17
877,5,207,18
877,819,206,19
877,808,207,20
877,10,206,21
877,37,164,22
877,39,164,23
878,20,9,1
878,1,1,2
878,17,9,3
878,8,208,4
878,30,131,5
878,807,10,6
878,4,6,7
878,154,208,8
878,813,3,9
878,811,3,10
878,13,6,11
878,18,1,12
878,814,10,13
878,818,5,14
878,815,15,15
878,155,15,16
878,3,131,17
878,817,5,18
878,10,206,19
878,819,206,20
878,808,207,21
878,5,207,22
878,37,164,23
878,39,164,24
879,1,1,1
879,18,1,2
879,17,9,3
879,20,9,4
879,13,6,5
879,807,10,6
879,4,6,7
879,8,208,8
879,3,131,9
879,814,10,10
879,811,3,11
879,815,15,12
879,30,131,13
879,155,15,14
879,817,5,15
879,813,3,16
879,818,5,17
879,154,208,18
879,808,207,19
879,5,207,20
879,10,206,21
879,819,206,22
879,39,164,23
879,37,164,24
880,20,9,1
880,17,9,2
880,1,131,3
880,13,6,4
880,4,6,5
880,3,131,6
880,8,208,7
880,154,208,8
880,814,10,9
880,18,1,10
880,807,15,11
880,16,10,12
880,818,5,13
880,817,5,14
880,815,1,15
880,822,3,16
880,813,3,17
880,821,15,18
880,824,206,19
880,820,206,20
880,823,207,21
880,819,207,22
881,20,9,1
881,13,6,2
881,4,6,3
881,1,131,4
881,17,9,5
881,3,131,6
881,18,1,7
881,16,10,8
881,815,1,9
881,8,208,10
881,154,208,11
881,807,15,12
881,817,5,13
881,821,15,14
881,814,10,15
881,813,3,16
881,818,5,17
881,822,3,18
881,824,206,19
881,819,207,20
881,820,206,21
881,823,207,22
882,1,131,1
882,8,208,2
882,4,6,3
882,3,131,4
882,13,6,5
882,154,208,6
882,817,5,7
882,18,1,8
882,20,9,9
882,807,15,10
882,814,10,11
882,815,1,12
882,16,10,13
882,813,3,14
882,818,5,15
882,822,3,16
882,821,15,17
882,824,206,18
882,820,206,19
882,819,207,20
882,823,207,21
882,17,9,22
883,3,131,1
883,20,9,2
883,4,6,3
883,13,6,4
883,814,10,5
883,16,10,6
883,17,9,7
883,8,208,8
883,1,131,9
883,18,1,10
883,154,208,11
883,815,1,12
883,817,5,13
883,807,15,14
883,822,3,15
883,818,5,16
883,813,3,17
883,819,207,18
883,824,206,19
883,823,207,20
883,820,206,21
883,821,15,22
884,3,131,1
884,1,131,2
884,20,9,3
884,8,208,4
884,4,6,5
884,154,208,6
884,17,9,7
884,815,1,8
884,13,6,9
884,814,10,10
884,817,5,11
884,818,5,12
884,16,10,13
884,18,1,14
884,807,15,15
884,822,3,16
884,813,3,17
884,823,207,18
884,821,15,19
884,824,206,20
884,820,206,21
884,819,207,22
885,3,131,1
885,1,131,2
885,20,9,3
885,17,9,4
885,8,208,5
885,4,6,6
885,815,1,7
885,16,10,8
885,18,1,9
885,818,5,10
885,807,15,11
885,817,5,12
885,154,208,13
885,822,3,14
885,823,207,15
885,813,3,16
885,814,10,17
885,819,207,18
885,821,15,19
885,824,206,20
885,13,6,21
885,820,206,22
886,20,9,1
886,1,131,2
886,822,3,3
886,3,131,4
886,17,9,5
886,4,6,6
886,818,5,7
886,16,10,8
886,807,15,9
886,8,208,10
886,817,5,11
886,815,1,12
886,813,3,13
886,18,1,14
886,821,15,15
886,13,6,16
886,814,10,17
886,819,207,18
886,824,206,19
886,820,206,20
886,823,207,21
886,154,208,22
887,1,131,1
887,3,131,2
887,20,9,3
887,17,9,4
887,817,5,5
887,16,10,6
887,154,208,7
887,8,208,8
887,4,6,9
887,18,1,10
887,13,6,11
887,818,5,12
887,815,1,13
887,807,15,14
887,813,3,15
887,822,3,16
887,821,15,17
887,819,207,18
887,824,206,19
887,820,206,20
887,814,10,21
887,823,207,22
888,1,131,1
888,20,9,2
888,17,9,3
888,8,208,4
888,154,208,5
888,817,5,6
888,13,6,7
888,4,6,8
888,18,1,9
888,807,15,10
888,3,131,11
888,814,10,12
888,815,1,13
888,821,15,14
888,16,10,15
888,818,5,16
888,822,3,17
888,813,3,18
888,824,206,19
888,823,207,20
888,820,206,21
888,819,207,22
890,1,131,1
890,20,9,2
890,154,208,3
890,3,131,4
890,4,6,5
890,8,208,6
890,13,6,7
890,817,5,8
890,815,1,9
890,17,9,10
890,16,10,11
890,807,15,12
890,18,1,13
890,818,5,14
890,813,3,15
890,822,3,16
890,821,15,17
890,814,10,18
890,819,207,19
890,823,207,20
890,824,206,21
890,820,206,22
891,1,131,1
891,20,9,2
891,17,9,3
891,3,131,4
891,814,10,5
891,18,1,6
891,154,208,7
891,8,208,8
891,4,6,9
891,13,6,10
891,807,15,11
891,16,10,12
891,815,1,13
891,823,207,14
891,824,206,15
891,820,206,16
891,813,3,17
891,818,5,18
891,817,5,19
891,822,3,20
891,821,15,21
891,819,207,22
892,20,9,1
892,17,9,2
892,807,15,3
892,13,6,4
892,4,6,5
892,3,131,6
892,817,5,7
892,815,1,8
892,18,1,9
892,818,5,10
892,8,208,11
892,1,131,12
892,154,208,13
892,813,3,14
892,814,10,15
892,821,15,16
892,16,10,17
892,822,3,18
892,823,207,19
892,819,207,20
892,824,206,21
892,820,206,22
893,20,9,1
893,3,131,2
893,154,208,3
893,17,9,4
893,1,131,5
893,13,6,6
893,4,6,7
893,18,1,8
893,817,5,9
893,821,15,10
893,807,15,11
893,818,5,12
893,8,208,13
893,815,1,14
893,16,10,15
893,822,3,16
893,814,10,17
893,813,3,18
893,819,207,19
893,823,207,20
893,824,206,21
893,820,206,22
894,20,9,1
894,1,131,2
894,154,208,3
894,3,131,4
894,4,6,5
894,13,6,6
894,807,15,7
894,821,15,8
894,8,208,9
894,815,1,10
894,18,1,11
894,817,5,12
894,17,9,13
894,16,10,14
894,814,10,15
894,818,5,16
894,822,3,17
894,813,3,18
894,819,207,19
894,823,207,20
894,820,206,21
894,824,206,22
895,17,9,1
895,20,9,2
895,1,131,3
895,154,208,4
895,13,6,5
895,3,131,6
895,807,15,7
895,4,6,8
895,8,208,9
895,18,1,10
895,815,1,11
895,814,10,12
895,822,3,13
895,821,15,14
895,813,3,15
895,817,5,16
895,818,5,17
895,820,206,18
895,823,207,19
895,819,207,20
895,824,206,21
895,16,10,22
896,20,9,1
896,3,131,2
896,1,131,3
896,17,9,4
896,13,6,5
896,8,208,6
896,807,15,7
896,4,6,8
896,815,1,9
896,18,1,10
896,817,5,11
896,814,10,12
896,16,10,13
896,818,5,14
896,822,3,15
896,821,15,16
896,154,208,17
896,813,3,18
896,824,206,19
896,823,207,20
896,819,207,21
896,820,206,22
897,17,9,1
897,20,9,2
897,3,131,3
897,1,131,4
897,807,15,5
897,154,208,6
897,13,6,7
897,815,1,8
897,817,5,9
897,4,6,10
897,814,10,11
897,18,1,12
897,818,5,13
897,813,3,14
897,822,3,15
897,821,15,16
897,16,10,17
897,823,207,18
897,819,207,19
897,820,206,20
897,824,206,21
897,8,208,22
898,20,9,1
898,17,9,2
898,154,208,3
898,807,15,4
898,1,131,5
898,4,6,6
898,815,1,7
898,5,208,8
898,822,3,9
898,817,5,10
898,814,10,11
898,3,131,12
898,13,6,13
898,818,5,14
898,18,1,15
898,16,10,16
898,813,3,17
898,823,207,18
898,824,206,19
898,821,15,20
898,820,206,21
898,819,207,22
899,20,9,1
899,3,131,2
899,4,6,3
899,17,9,4
899,1,131,5
899,154,208,6
899,817,5,7
899,818,5,8
899,13,6,9
899,807,15,10
899,5,208,11
899,814,10,12
899,822,3,13
899,18,1,14
899,16,10,15
899,813,3,16
899,821,15,17
899,819,207,18
899,815,1,19
899,823,207,20
899,824,206,21
899,820,206,22
900,1,131,1
900,817,9,2
900,3,131,3
900,825,1,4
900,4,6,5
900,818,5,6
900,807,10,7
900,826,5,8
900,13,3,9
900,18,1,10
900,8,6,11
900,20,9,12
900,16,15,13
900,155,207,14
900,822,3,15
900,815,10,16
900,820,206,17
900,824,206,18
900,828,207,19
900,821,15,20
900,813,208,21
901,1,131,1
901,20,9,2
901,3,131,3
901,4,6,4
901,817,9,5
901,8,6,6
901,807,10,7
901,825,1,8
901,818,5,9
901,18,1,10
901,826,5,11
901,821,15,12
901,13,3,13
901,815,10,14
901,154,208,15
901,813,208,16
901,16,15,17
901,822,3,18
901,824,206,19
901,155,207,20
901,820,206,21
901,828,207,22
902,3,131,1
902,1,131,2
902,822,3,3
902,815,10,4
902,8,6,5
902,18,1,6
902,13,3,7
902,825,1,8
902,4,6,9
902,20,9,10
902,807,10,11
902,826,5,12
902,817,9,13
902,818,5,14
902,821,15,15
902,154,208,16
902,813,208,17
902,155,207,18
902,824,206,19
902,828,207,20
902,820,206,21
902,16,15,22
903,1,131,1
903,817,9,2
903,20,9,3
903,3,131,4
903,4,6,5
903,13,3,6
903,822,3,7
903,807,10,8
903,818,5,9
903,154,208,10
903,8,6,11
903,18,1,12
903,826,5,13
903,16,15,14
903,825,1,15
903,815,10,16
903,821,15,17
903,155,207,18
903,824,206,19
903,828,207,20
903,820,206,21
903,813,208,22
904,1,131,1
904,3,131,2
904,817,9,3
904,822,3,4
904,154,208,5
904,8,6,6
904,4,6,7
904,18,1,8
904,13,3,9
904,807,10,10
904,815,10,11
904,826,5,12
904,821,15,13
904,825,1,14
904,20,9,15
904,16,15,16
904,820,206,17
904,824,206,18
904,828,207,19
904,155,207,20
904,818,5,21
904,813,208,22
905,3,131,1
905,1,131,2
905,817,9,3
905,20,9,4
905,4,6,5
905,8,6,6
905,818,5,7
905,825,1,8
905,826,5,9
905,815,10,10
905,807,10,11
905,18,1,12
905,822,3,13
905,154,208,14
905,813,208,15
905,13,3,16
905,821,15,17
905,16,15,18
905,820,206,19
905,155,207,20
905,824,206,21
906,3,131,1
906,1,131,2
906,20,9,3
906,822,3,4
906,13,3,5
906,817,9,6
906,4,6,7
906,818,5,8
906,18,1,9
906,8,6,10
906,807,10,11
906,825,1,12
906,815,10,13
906,154,208,14
906,826,5,15
906,16,15,16
906,813,208,17
906,820,206,18
906,824,206,19
906,828,207,20
906,155,207,21
907,13,3,1
907,822,3,2
907,3,131,3
907,4,6,4
907,817,9,5
907,825,1,6
907,826,5,7
907,8,6,8
907,1,131,9
907,807,10,10
907,18,1,11
907,20,9,12
907,813,208,13
907,818,5,14
907,815,10,15
907,16,15,16
907,821,15,17
907,824,206,18
907,155,207,19
907,828,207,20
907,820,206,21
908,3,131,1
908,20,9,2
908,18,1,3
908,807,10,4
908,825,1,5
908,1,131,6
908,815,10,7
908,817,9,8
908,826,5,9
908,818,5,10
908,154,208,11
908,824,206,12
908,16,15,13
908,822,3,14
908,13,3,15
908,4,6,16
908,820,206,17
908,8,6,18
908,821,15,19
908,813,208,20
908,828,207,21
908,155,207,22
909,3,131,1
909,822,3,2
909,13,3,3
909,825,1,4
909,817,9,5
909,20,9,6
909,4,6,7
909,826,5,8
909,807,10,9
909,815,10,10
909,18,1,11
909,8,6,12
909,818,5,13
909,154,208,14
909,16,15,15
909,821,15,16
909,824,206,17
909,813,208,18
909,155,207,19
909,1,131,20
909,820,206,21
910,3,131,1
910,20,9,2
910,822,3,3
910,817,9,4
910,4,6,5
910,13,3,6
910,18,1,7
910,818,5,8
910,807,10,9
910,826,5,10
910,16,15,11
910,815,10,12
910,821,15,13
910,154,208,14
910,824,206,15
910,8,6,16
910,155,207,17
910,820,206,18
910,828,207,19
910,813,208,20
911,3,131,1
911,1,131,2
911,20,9,3
911,4,6,4
911,817,9,5
911,822,3,6
911,825,1,7
911,8,6,8
911,13,3,9
911,18,1,10
911,826,5,11
911,818,5,12
911,815,10,13
911,16,15,14
911,154,208,15
911,824,206,16
911,813,208,17
911,807,10,18
911,820,206,19
911,821,15,20
911,827,207,21
911,828,207,22
912,1,131,1
912,3,131,2
912,822,3,3
912,13,3,4
912,825,1,5
912,18,1,6
912,4,6,7
912,20,9,8
912,817,9,9
912,815,10,10
912,8,6,11
912,818,5,12
912,807,10,13
912,16,15,14
912,821,15,15
912,813,208,16
912,154,208,17
912,155,207,18
912,824,206,19
912,820,206,20
912,826,5,21
913,1,131,1
913,3,131,2
913,817,9,3
913,20,9,4
913,4,6,5
913,13,3,6
913,8,6,7
913,822,3,8
913,825,1,9
913,826,5,10
913,18,1,11
913,818,5,12
913,807,10,13
913,821,15,14
913,815,10,15
913,154,208,16
913,16,15,17
913,813,208,18
913,824,206,19
913,155,207,20
913,820,206,21
913,828,207,22
914,3,131,1
914,1,131,2
914,822,3,3
914,13,3,4
914,4,6,5
914,817,9,6
914,825,1,7
914,18,1,8
914,20,9,9
914,8,6,10
914,815,10,11
914,826,5,12
914,807,10,13
914,16,15,14
914,821,15,15
914,154,208,16
914,828,207,17
914,824,206,18
914,155,207,19
914,818,5,20
914,820,206,21
914,813,208,22
915,1,131,1
915,3,131,2
915,822,3,3
915,18,1,4
915,826,5,5
915,817,9,6
915,4,6,7
915,8,6,8
915,818,5,9
915,20,9,10
915,825,1,11
915,815,10,12
915,821,15,13
915,16,15,14
915,154,208,15
915,828,207,16
915,807,10,17
915,13,3,18
915,155,207,19
915,820,206,20
915,813,208,21
916,3,131,1
916,1,131,2
916,822,3,3
916,13,3,4
916,817,9,5
916,4,6,6
916,825,1,7
916,8,6,8
916,16,15,9
916,813,208,10
916,815,10,11
916,18,1,12
916,807,10,13
916,818,5,14
916,821,15,15
916,154,208,16
916,826,5,17
917,3,131,1
917,1,131,2
917,13,3,3
917,822,3,4
917,18,1,5
917,20,9,6
917,825,1,7
917,4,6,8
917,817,9,9
917,8,6,10
917,821,15,11
917,807,10,12
917,16,15,13
917,154,208,14
917,818,5,15
917,813,208,16
917,826,5,17
917,815,10,18
918,3,131,1
918,1,131,2
918,822,3,3
918,13,3,4
918,826,5,5
918,18,1,6
918,8,6,7
918,4,6,8
918,825,1,9
918,818,5,10
918,815,10,11
918,807,10,12
918,16,15,13
918,821,15,14
918,813,208,15
918,155,207,16
918,829,207,17
918,154,208,18
926,1,131,1
926,3,131,2
926,13,3,3
926,20,6,4
926,8,6,5
926,817,9,6
926,832,5,7
926,154,208,8
926,813,208,9
926,831,15,10
926,830,5,11
926,826,9,12
926,807,10,13
926,815,10,14
926,828,15,15
926,18,1,16
926,825,1,17
927,1,131,1
927,20,6,2
927,3,131,3
927,817,9,4
927,826,9,5
927,830,5,6
927,13,3,7
927,822,3,8
927,828,15,9
927,154,208,10
927,8,6,11
927,813,208,12
927,807,10,13
927,815,10,14
927,832,5,15
927,831,15,16
927,18,1,17
927,4,1,18
927,833,209,19
928,1,131,1
928,3,131,2
928,20,6,3
928,13,3,4
928,822,3,5
928,8,6,6
928,817,9,7
928,154,208,8
928,831,15,9
928,828,15,10
928,813,208,11
928,826,9,12
928,830,5,13
928,832,5,14
928,815,10,15
928,807,10,16
928,18,1,17
928,4,1,18
928,829,209,19
928,833,209,20
929,1,131,1
929,20,6,2
929,3,131,3
929,8,6,4
929,822,3,5
929,13,3,6
929,817,9,7
929,807,10,8
929,832,5,9
929,154,208,10
929,815,10,11
929,831,15,12
929,828,15,13
929,4,1,14
929,830,5,15
929,813,208,16
929,826,9,17
929,829,209,18
929,833,209,19
929,18,1,20
930,3,131,1
930,1,131,2
930,20,6,3
930,822,3,4
930,832,5,5
930,830,5,6
930,8,6,7
930,826,9,8
930,13,3,9
930,817,9,10
930,154,208,11
930,813,208,12
930,4,1,13
930,18,1,14
930,831,15,15
930,828,15,16
930,807,10,17
930,815,10,18
930,829,209,19
930,833,209,20
931,1,131,1
931,3,131,2
931,20,6,3
931,817,9,4
931,826,9,5
931,8,6,6
931,815,10,7
931,813,208,8
931,830,5,9
931,18,1,10
931,807,10,11
931,13,3,12
931,4,1,13
931,831,15,14
931,154,208,15
931,822,3,16
931,828,15,17
931,829,209,18
931,833,209,19
932,1,131,1
932,3,131,2
932,8,6,3
932,822,3,4
932,154,208,5
932,813,208,6
932,807,10,7
932,826,9,8
932,817,9,9
932,815,10,10
932,832,5,11
932,828,15,12
932,4,1,13
932,831,15,14
932,13,3,15
932,833,209,16
932,829,209,17
932,20,6,18
932,830,5,19
932,18,1,20
933,1,131,1
933,3,131,2
933,20,6,3
933,13,3,4
933,807,10,5
933,822,3,6
933,830,5,7
933,831,15,8
933,154,208,9
933,813,208,10
933,828,15,11
933,832,5,12
933,815,10,13
933,8,6,14
933,826,9,15
933,833,209,16
933,829,209,17
933,817,9,18
933,4,1,19
933,18,1,20
934,1,131,1
934,3,131,2
934,13,3,3
934,822,3,4
934,8,6,5
934,20,6,6
934,826,9,7
934,832,5,8
934,807,10,9
934,817,9,10
934,815,10,11
934,154,208,12
934,830,5,13
934,813,208,14
934,828,15,15
934,831,15,16
934,4,1,17
934,18,1,18
934,829,209,19
934,833,209,20
936,1,131,1
936,3,131,2
936,20,6,3
936,817,9,4
936,8,6,5
936,822,3,6
936,826,9,7
936,13,3,8
936,830,5,9
936,154,208,10
936,807,10,11
936,832,5,12
936,815,10,13
936,813,208,14
936,4,1,15
936,18,1,16
936,828,15,17
936,831,15,18
936,833,209,19
936,829,209,20
937,1,131,1
937,3,131,2
937,822,3,3
937,815,10,4
937,817,9,5
937,13,3,6
937,813,208,7
937,20,6,8
937,154,208,9
937,832,5,10
937,807,10,11
937,826,9,12
937,828,15,13
937,831,15,14
937,829,209,15
937,8,6,16
937,833,209,17
937,830,5,18
937,18,1,19
937,4,1,20
938,1,131,1
938,8,6,2
938,20,6,3
938,3,131,4
938,13,3,5
938,822,3,6
938,815,10,7
938,154,208,8
938,807,10,9
938,813,208,10
938,,,11
938,828,15,12
938,829,209,13
938,833,209,14
938,18,1,15
938,4,1,16
938,832,5,17
938,826,9,18
938,817,9,19
938,830,5,20
939,20,6,1
939,817,9,2
939,8,6,3
939,826,9,4
939,1,131,5
939,3,131,6
939,822,3,7
939,830,5,8
939,13,3,9
939,154,208,10
939,807,10,11
939,4,1,12
939,815,10,13
939,832,5,14
939,18,1,15
939,831,15,16
939,828,15,17
939,813,208,18
939,829,209,19
939,834,209,20
940,3,131,1
940,1,131,2
940,822,3,3
940,20,6,4
940,13,3,5
940,8,6,6
940,817,9,7
940,154,208,8
940,815,10,9
940,832,5,10
940,813,208,11
940,4,1,12
940,807,10,13
940,18,1,14
940,828,15,15
940,831,15,16
940,830,5,17
940,829,209,18
940,834,209,19
941,3,131,1
941,1,131,2
941,822,3,3
941,20,6,4
941,8,6,5
941,807,10,6
941,815,10,7
941,154,208,8
941,830,5,9
941,817,9,10
941,826,9,11
941,831,15,12
941,18,1,13
941,813,208,14
941,13,3,15
941,,,16
941,829,209,17
941,833,209,18
941,4,1,19
941,832,5,20
942,3,131,1
942,1,131,2
942,817,9,3
942,826,9,4
942,815,10,5
942,807,10,6
942,13,3,7
942,830,5,8
942,4,1,9
942,154,208,10
942,18,1,11
942,813,208,12
942,20,6,13
942,828,15,14
942,831,15,15
942,822,3,16
942,834,209,17
942,8,6,18
942,829,209,19
942,832,5,20
943,3,131,1
943,1,131,2
943,20,6,3
943,826,9,4
943,817,9,5
943,822,3,6
943,13,3,7
943,830,5,8
943,815,10,9
943,807,10,10
943,832,5,11
943,154,208,12
943,813,208,13
943,828,15,14
943,831,15,15
943,834,209,16
943,829,209,17
943,4,1,18
943,8,6,19
943,18,1,20
944,3,131,1
944,1,131,2
944,20,6,3
944,8,6,4
944,807,10,5
944,826,9,6
944,822,3,7
944,13,3,8
944,830,5,9
944,832,5,10
944,815,10,11
944,828,15,12
944,831,15,13
944,154,208,14
944,813,208,15
944,18,1,16
944,834,209,17
944,829,209,18
944,817,9,19
944,4,1,20
945,3,131,1
945,1,131,2
945,8,6,3
945,815,10,4
945,817,9,5
945,822,3,6
945,807,10,7
945,13,3,8
945,826,9,9
945,832,5,10
945,830,5,11
945,18,1,12
945,813,208,13
945,831,15,14
945,20,6,15
945,4,1,16
945,828,15,17
945,154,208,18
945,829,209,19
948,1,131,1
948,3,131,2
948,20,6,3
948,8,6,4
948,830,5,5
948,13,3,6
948,832,5,7
948,817,9,8
948,815,10,9
948,807,10,10
948,4,1,11
948,18,1,12
948,835,4,13
948,825,4,14
948,828,15,15
948,822,3,16
948,831,15,17
948,826,9,18
948,154,210,19
948,821,210,20
948,836,209,21
948,837,209,22
949,1,131,1
949,3,131,2
949,20,6,3
949,8,6,4
949,817,9,5
949,822,3,6
949,13,3,7
949,807,10,8
949,154,210,9
949,830,5,10
949,832,5,11
949,838,1,12
949,821,210,13
949,18,1,14
949,826,9,15
949,836,209,16
949,828,15,17
949,815,10,18
949,835,4,19
949,837,209,20
949,831,15,21
950,3,131,1
950,817,9,2
950,8,6,3
950,20,6,4
950,822,3,5
950,826,9,6
950,815,10,7
950,832,5,8
950,830,5,9
950,13,3,10
950,4,1,11
950,18,1,12
950,807,10,13
950,154,210,14
950,828,15,15
950,831,15,16
950,825,4,17
950,821,210,18
950,835,4,19
950,837,209,20
950,836,209,21
950,1,131,22
951,3,131,1
951,822,3,2
951,8,6,3
951,13,3,4
951,817,9,5
951,815,10,6
951,20,6,7
951,826,9,8
951,830,5,9
951,1,131,10
951,832,5,11
951,18,1,12
951,807,10,13
951,4,1,14
951,154,210,15
951,821,210,16
951,825,4,17
951,835,4,18
951,831,15,19
951,836,209,20
951,837,209,21
951,828,15,22
952,1,131,1
952,3,131,2
952,817,9,3
952,830,9,4
952,8,6,5
